Year,State,District,target_yield,Season,Crop,yield,ndvi,rainfall,temperature
1998,Rajasthan,Churu,0.0,,,,,,
1999,Rajasthan,Churu,0.0,,,,,,
2000,Rajasthan,Churu,0.0,,,,,,
2001,Rajasthan,Churu,0.0,,,,,,
2002,Rajasthan,Churu,0.0,,,,,,
2003,Rajasthan,Churu,0.0,,,,,,
2004,Rajasthan,Churu,0.0,,,,,,
2005,Rajasthan,Churu,0.0,,,,,,
2006,Rajasthan,Churu,0.0,,,,,,
2007,Rajasthan,Churu,0.0,,,,,,
2008,Rajasthan,Churu,0.0,,,,,,
2009,Rajasthan,Churu,0.0,,,,,,
2010,Rajasthan,Churu,0.0,,,,,,
2011,Rajasthan,Churu,0.0,,,,,,
2012,Rajasthan,Churu,0.0,,,,,,
2013,Rajasthan,Churu,0.0,,,,,,
2014,Rajasthan,Churu,0.0,,,,,,
2015,Rajasthan,Churu,0.0,,,,,,
2016,Rajasthan,Churu,0.0,,,,,,
2017,Rajasthan,Churu,0.0,,,,,,
1966,Rajasthan,Dungarpur,100.0,,,,,,
1967,Rajasthan,Dungarpur,920.0,,,,,,
1968,Rajasthan,Dungarpur,284.24,,,,,,
1969,Rajasthan,Dungarpur,200.0,,,,,,
1970,Rajasthan,Dungarpur,928.57,,,,,,
1971,Rajasthan,Dungarpur,928.57,,,,,,
1972,Rajasthan,Dungarpur,158.62,,,,,,
1973,Rajasthan,Dungarpur,538.46,,,,,,
1974,Rajasthan,Dungarpur,112.0,,,,,,
1975,Rajasthan,Dungarpur,677.91,,,,,,
1976,Rajasthan,Dungarpur,1225.2,,,,,,
1977,Rajasthan,Dungarpur,1341.94,,,,,,
1978,Rajasthan,Dungarpur,844.94,,,,,,
1979,Rajasthan,Dungarpur,196.02,,,,,,
1980,Rajasthan,Dungarpur,740.96,,,,,,
1981,Rajasthan,Dungarpur,511.25,,,,,,
1982,Rajasthan,Dungarpur,321.43,,,,,,
1983,Rajasthan,Dungarpur,1242.74,,,,,,
1984,Rajasthan,Dungarpur,1013.02,,,,,,
1985,Rajasthan,Dungarpur,61.61,,,,,,
1986,Rajasthan,Dungarpur,354.84,,,,,,
1987,Rajasthan,Dungarpur,107.44,,,,,,
1988,Rajasthan,Dungarpur,1053.8,,,,,,
1989,Rajasthan,Dungarpur,730.77,,,,,,
1990,Rajasthan,Dungarpur,1123.47,,,,,,
1991,Rajasthan,Dungarpur,350.16,,,,,,
1992,Rajasthan,Dungarpur,617.1,,,,,,
1993,Rajasthan,Dungarpur,578.95,,,,,,
1994,Rajasthan,Dungarpur,989.58,,,,,,
1995,Rajasthan,Dungarpur,398.84,,,,,,
1996,Rajasthan,Dungarpur,927.37,,,,,,
1997,Rajasthan,Dungarpur,1094.48,,,,,,
1998,Rajasthan,Dungarpur,456.98,,,,,,
1999,Rajasthan,Dungarpur,272.34,,,,,,
2000,Rajasthan,Dungarpur,99.08,,,,,,
2001,Rajasthan,Dungarpur,413.99,,,,,,
2002,Rajasthan,Dungarpur,165.88,,,,,,
2003,Rajasthan,Dungarpur,1048.98,,,,,,
2004,Rajasthan,Dungarpur,805.96,,,,,,
2005,Rajasthan,Dungarpur,330.44,,,,,,
2006,Rajasthan,Dungarpur,669.0,,,,,,
2007,Rajasthan,Dungarpur,1308.87,,,,,,
2008,Rajasthan,Dungarpur,221.7,,,,,,
2009,Rajasthan,Dungarpur,362.46,,,,,,
2010,Rajasthan,Dungarpur,659.87,,,,,,
2011,Rajasthan,Dungarpur,777.58,,,,,,
2012,Rajasthan,Dungarpur,945.01,,,,,,
2013,Rajasthan,Dungarpur,1096.11,,,,,,
2014,Rajasthan,Dungarpur,696.88,,,,,,
2015,Rajasthan,Dungarpur,673.59,,,,,,
2016,Rajasthan,Dungarpur,1268.54,,,,,,
2017,Rajasthan,Dungarpur,1149.47,,,,,,
1966,Rajasthan,Ganganagar,666.67,,,,,,
1967,Rajasthan,Ganganagar,1333.33,,,,,,
1968,Rajasthan,Ganganagar,1282.05,,,,,,
1969,Rajasthan,Ganganagar,2000.0,,,,,,
1970,Rajasthan,Ganganagar,1916.67,,,,,,
1971,Rajasthan,Ganganagar,2000.0,,,,,,
1972,Rajasthan,Ganganagar,2000.0,,,,,,
1973,Rajasthan,Ganganagar,1937.5,,,,,,
1974,Rajasthan,Ganganagar,1823.53,,,,,,
1975,Rajasthan,Ganganagar,1971.43,,,,,,
1976,Rajasthan,Ganganagar,3141.41,,,,,,
1977,Rajasthan,Ganganagar,2636.84,,,,,,
1978,Rajasthan,Ganganagar,2123.35,,,,,,
1979,Rajasthan,Ganganagar,1817.35,,,,,,
1980,Rajasthan,Ganganagar,1876.47,,,,,,
1981,Rajasthan,Ganganagar,2273.26,,,,,,
1982,Rajasthan,Ganganagar,2625.0,,,,,,
1983,Rajasthan,Ganganagar,2833.33,,,,,,
1984,Rajasthan,Ganganagar,2854.48,,,,,,
1985,Rajasthan,Ganganagar,3213.11,,,,,,
1986,Rajasthan,Ganganagar,2880.0,,,,,,
1987,Rajasthan,Ganganagar,1500.0,,,,,,
1988,Rajasthan,Ganganagar,2829.93,,,,,,
1989,Rajasthan,Ganganagar,3020.62,,,,,,
1990,Rajasthan,Ganganagar,2413.13,,,,,,
1991,Rajasthan,Ganganagar,2631.85,,,,,,
1992,Rajasthan,Ganganagar,2677.97,,,,,,
1993,Rajasthan,Ganganagar,382.92,,,,,,
1994,Rajasthan,Ganganagar,2044.54,,,,,,
1995,Rajasthan,Ganganagar,2242.7,,,,,,
1996,Rajasthan,Ganganagar,2323.52,,,,,,
1997,Rajasthan,Ganganagar,1520.54,,,,,,
1998,Rajasthan,Ganganagar,1851.53,,,,,,
1999,Rajasthan,Ganganagar,2364.76,,,,,,
2000,Rajasthan,Ganganagar,2487.54,,,,,,
2001,Rajasthan,Ganganagar,2959.2,,,,,,
2002,Rajasthan,Ganganagar,1774.68,,,,,,
2003,Rajasthan,Ganganagar,3111.92,,,,,,
2004,Rajasthan,Ganganagar,3525.79,,,,,,
2005,Rajasthan,Ganganagar,3531.96,,,,,,
2006,Rajasthan,Ganganagar,4416.8,,,,,,
2007,Rajasthan,Ganganagar,4109.43,,,,,,
2008,Rajasthan,Ganganagar,3412.92,,,,,,
2009,Rajasthan,Ganganagar,3228.58,,,,,,
2010,Rajasthan,Ganganagar,3576.14,,,,,,
2011,Rajasthan,Ganganagar,3165.71,,,,,,
2012,Rajasthan,Ganganagar,2746.64,,,,,,
2013,Rajasthan,Ganganagar,3800.81,,,,,,
2014,Rajasthan,Ganganagar,3529.17,,,,,,
2015,Rajasthan,Ganganagar,2898.91,,,,,,
2016,Rajasthan,Ganganagar,2908.67,,,,,,
2017,Rajasthan,Ganganagar,3017.4,,,,,,
1966,Rajasthan,Jaipur,0.0,,,,,,
1967,Rajasthan,Jaipur,0.0,,,,,,
1968,Rajasthan,Jaipur,0.0,,,,,,
1969,Rajasthan,Jaipur,0.0,,,,,,
1970,Rajasthan,Jaipur,0.0,,,,,,
1971,Rajasthan,Jaipur,0.0,,,,,,
1972,Rajasthan,Jaipur,0.0,,,,,,
1973,Rajasthan,Jaipur,0.0,,,,,,
1974,Rajasthan,Jaipur,0.0,,,,,,
1975,Rajasthan,Jaipur,0.0,,,,,,
1976,Rajasthan,Jaipur,1000.0,,,,,,
1977,Rajasthan,Jaipur,1000.0,,,,,,
1978,Rajasthan,Jaipur,1000.0,,,,,,
1979,Rajasthan,Jaipur,0.0,,,,,,
1980,Rajasthan,Jaipur,0.0,,,,,,
1981,Rajasthan,Jaipur,0.0,,,,,,
1982,Rajasthan,Jaipur,0.0,,,,,,
1983,Rajasthan,Jaipur,0.0,,,,,,
1984,Rajasthan,Jaipur,0.0,,,,,,
1985,Rajasthan,Jaipur,0.0,,,,,,
1986,Rajasthan,Jaipur,0.0,,,,,,
1987,Rajasthan,Jaipur,0.0,,,,,,
1988,Rajasthan,Jaipur,0.0,,,,,,
1989,Rajasthan,Jaipur,0.0,,,,,,
1990,Rajasthan,Jaipur,1000.0,,,,,,
1991,Rajasthan,Jaipur,0.0,,,,,,
1992,Rajasthan,Jaipur,2000.0,,,,,,
1993,Rajasthan,Jaipur,1000.0,,,,,,
1994,Rajasthan,Jaipur,3000.0,,,,,,
1995,Rajasthan,Jaipur,1000.0,,,,,,
1996,Rajasthan,Jaipur,1166.67,,,,,,
1997,Rajasthan,Jaipur,1000.0,,,,,,
1998,Rajasthan,Jaipur,2000.0,,,,,,
1999,Rajasthan,Jaipur,1285.71,,,,,,
2000,Rajasthan,Jaipur,1000.0,,,,,,
2001,Rajasthan,Jaipur,1000.0,,,,,,
2002,Rajasthan,Jaipur,0.0,,,,,,
2003,Rajasthan,Jaipur,0.0,,,,,,
2004,Rajasthan,Jaipur,0.0,,,,,,
2005,Rajasthan,Jaipur,0.0,,,,,,
2006,Rajasthan,Jaipur,0.0,,,,,,
2007,Rajasthan,Jaipur,0.0,,,,,,
2008,Rajasthan,Jaipur,0.0,,,,,,
2009,Rajasthan,Jaipur,0.0,,,,,,
2010,Rajasthan,Jaipur,0.0,,,,,,
2011,Rajasthan,Jaipur,0.0,,,,,,
2012,Rajasthan,Jaipur,0.0,,,,,,
2013,Rajasthan,Jaipur,0.0,,,,,,
2014,Rajasthan,Jaipur,0.0,,,,,,
2015,Rajasthan,Jaipur,0.0,,,,,,
2016,Rajasthan,Jaipur,0.0,,,,,,
2017,Rajasthan,Jaipur,0.0,,,,,,
1966,Rajasthan,Jaisalmer,0.0,,,,,,
1967,Rajasthan,Jaisalmer,0.0,,,,,,
1968,Rajasthan,Jaisalmer,0.0,,,,,,
1969,Rajasthan,Jaisalmer,0.0,,,,,,
1970,Rajasthan,Jaisalmer,0.0,,,,,,
1971,Rajasthan,Jaisalmer,0.0,,,,,,
1972,Rajasthan,Jaisalmer,0.0,,,,,,
1973,Rajasthan,Jaisalmer,0.0,,,,,,
1974,Rajasthan,Jaisalmer,0.0,,,,,,
1975,Rajasthan,Jaisalmer,0.0,,,,,,
1976,Rajasthan,Jaisalmer,0.0,,,,,,
1977,Rajasthan,Jaisalmer,0.0,,,,,,
1978,Rajasthan,Jaisalmer,0.0,,,,,,
1979,Rajasthan,Jaisalmer,0.0,,,,,,
1980,Rajasthan,Jaisalmer,0.0,,,,,,
1981,Rajasthan,Jaisalmer,0.0,,,,,,
1982,Rajasthan,Jaisalmer,0.0,,,,,,
1983,Rajasthan,Jaisalmer,0.0,,,,,,
1984,Rajasthan,Jaisalmer,0.0,,,,,,
1985,Rajasthan,Jaisalmer,0.0,,,,,,
1986,Rajasthan,Jaisalmer,1000.0,,,,,,
1987,Rajasthan,Jaisalmer,0.0,,,,,,
1988,Rajasthan,Jaisalmer,0.0,,,,,,
1989,Rajasthan,Jaisalmer,0.0,,,,,,
1990,Rajasthan,Jaisalmer,0.0,,,,,,
1991,Rajasthan,Jaisalmer,0.0,,,,,,
1992,Rajasthan,Jaisalmer,0.0,,,,,,
1993,Rajasthan,Jaisalmer,0.0,,,,,,
1994,Rajasthan,Jaisalmer,0.0,,,,,,
1995,Rajasthan,Jaisalmer,0.0,,,,,,
1996,Rajasthan,Jaisalmer,0.0,,,,,,
1997,Rajasthan,Jaisalmer,0.0,,,,,,
1998,Rajasthan,Jaisalmer,0.0,,,,,,
1999,Rajasthan,Jaisalmer,0.0,,,,,,
2000,Rajasthan,Jaisalmer,0.0,,,,,,
2001,Rajasthan,Jaisalmer,0.0,,,,,,
2002,Rajasthan,Jaisalmer,0.0,,,,,,
2003,Rajasthan,Jaisalmer,0.0,,,,,,
2004,Rajasthan,Jaisalmer,0.0,,,,,,
2005,Rajasthan,Jaisalmer,0.0,,,,,,
2006,Rajasthan,Jaisalmer,0.0,,,,,,
2007,Rajasthan,Jaisalmer,0.0,,,,,,
2008,Rajasthan,Jaisalmer,0.0,,,,,,
2009,Rajasthan,Jaisalmer,0.0,,,,,,
2010,Rajasthan,Jaisalmer,0.0,,,,,,
2011,Rajasthan,Jaisalmer,0.0,,,,,,
2012,Rajasthan,Jaisalmer,0.0,,,,,,
2013,Rajasthan,Jaisalmer,0.0,,,,,,
2014,Rajasthan,Jaisalmer,0.0,,,,,,
2015,Rajasthan,Jaisalmer,0.0,,,,,,
2016,Rajasthan,Jaisalmer,0.0,,,,,,
2017,Rajasthan,Jaisalmer,0.0,,,,,,
1966,Rajasthan,Jalore,0.0,,,,,,
1967,Rajasthan,Jalore,0.0,,,,,,
1968,Rajasthan,Jalore,0.0,,,,,,
1969,Rajasthan,Jalore,0.0,,,,,,
1970,Rajasthan,Jalore,0.0,,,,,,
1971,Rajasthan,Jalore,0.0,,,,,,
1972,Rajasthan,Jalore,0.0,,,,,,
1973,Rajasthan,Jalore,0.0,,,,,,
1974,Rajasthan,Jalore,0.0,,,,,,
1975,Rajasthan,Jalore,0.0,,,,,,
1976,Rajasthan,Jalore,1000.0,,,,,,
1977,Rajasthan,Jalore,1333.33,,,,,,
1978,Rajasthan,Jalore,1000.0,,,,,,
1979,Rajasthan,Jalore,0.0,,,,,,
1980,Rajasthan,Jalore,0.0,,,,,,
1981,Rajasthan,Jalore,0.0,,,,,,
1982,Rajasthan,Jalore,0.0,,,,,,
1983,Rajasthan,Jalore,0.0,,,,,,
1984,Rajasthan,Jalore,0.0,,,,,,
1985,Rajasthan,Jalore,0.0,,,,,,
1986,Rajasthan,Jalore,0.0,,,,,,
1987,Rajasthan,Jalore,0.0,,,,,,
1988,Rajasthan,Jalore,0.0,,,,,,
1989,Rajasthan,Jalore,0.0,,,,,,
1990,Rajasthan,Jalore,0.0,,,,,,
1991,Rajasthan,Jalore,0.0,,,,,,
1992,Rajasthan,Jalore,0.0,,,,,,
1993,Rajasthan,Jalore,0.0,,,,,,
1994,Rajasthan,Jalore,0.0,,,,,,
1995,Rajasthan,Jalore,0.0,,,,,,
1996,Rajasthan,Jalore,0.0,,,,,,
1997,Rajasthan,Jalore,0.0,,,,,,
1998,Rajasthan,Jalore,0.0,,,,,,
1999,Rajasthan,Jalore,0.0,,,,,,
2000,Rajasthan,Jalore,0.0,,,,,,
2001,Rajasthan,Jalore,0.0,,,,,,
2002,Rajasthan,Jalore,0.0,,,,,,
2003,Rajasthan,Jalore,0.0,,,,,,
2004,Rajasthan,Jalore,0.0,,,,,,
2005,Rajasthan,Jalore,0.0,,,,,,
2006,Rajasthan,Jalore,0.0,,,,,,
2007,Rajasthan,Jalore,0.0,,,,,,
2008,Rajasthan,Jalore,0.0,,,,,,
2009,Rajasthan,Jalore,0.0,,,,,,
2010,Rajasthan,Jalore,0.0,,,,,,
2011,Rajasthan,Jalore,0.0,,,,,,
2012,Rajasthan,Jalore,0.0,,,,,,
2013,Rajasthan,Jalore,0.0,,,,,,
2014,Rajasthan,Jalore,0.0,,,,,,
2015,Rajasthan,Jalore,0.0,,,,,,
2016,Rajasthan,Jalore,0.0,,,,,,
2017,Rajasthan,Jalore,0.0,,,,,,
1966,Rajasthan,Jhalawar,222.22,,,,,,
1967,Rajasthan,Jhalawar,1000.0,,,,,,
1968,Rajasthan,Jhalawar,1000.0,,,,,,
1969,Rajasthan,Jhalawar,1000.0,,,,,,
1970,Rajasthan,Jhalawar,1000.0,,,,,,
1971,Rajasthan,Jhalawar,500.0,,,,,,
1972,Rajasthan,Jhalawar,1000.0,,,,,,
1973,Rajasthan,Jhalawar,1000.0,,,,,,
1974,Rajasthan,Jhalawar,1000.0,,,,,,
1975,Rajasthan,Jhalawar,1000.0,,,,,,
1976,Rajasthan,Jhalawar,1333.33,,,,,,
1977,Rajasthan,Jhalawar,1280.0,,,,,,
1978,Rajasthan,Jhalawar,896.55,,,,,,
1979,Rajasthan,Jhalawar,578.95,,,,,,
1980,Rajasthan,Jhalawar,846.15,,,,,,
1981,Rajasthan,Jhalawar,1000.0,,,,,,
1982,Rajasthan,Jhalawar,714.29,,,,,,
1983,Rajasthan,Jhalawar,1363.64,,,,,,
1984,Rajasthan,Jhalawar,1300.0,,,,,,
1985,Rajasthan,Jhalawar,909.09,,,,,,
1986,Rajasthan,Jhalawar,1000.0,,,,,,
1987,Rajasthan,Jhalawar,1000.0,,,,,,
1988,Rajasthan,Jhalawar,1428.57,,,,,,
1989,Rajasthan,Jhalawar,1500.0,,,,,,
1990,Rajasthan,Jhalawar,1193.55,,,,,,
1991,Rajasthan,Jhalawar,833.33,,,,,,
1992,Rajasthan,Jhalawar,1250.0,,,,,,
1993,Rajasthan,Jhalawar,1041.67,,,,,,
1994,Rajasthan,Jhalawar,2000.0,,,,,,
1995,Rajasthan,Jhalawar,826.09,,,,,,
1996,Rajasthan,Jhalawar,1185.19,,,,,,
1997,Rajasthan,Jhalawar,1161.29,,,,,,
1998,Rajasthan,Jhalawar,1214.29,,,,,,
1999,Rajasthan,Jhalawar,1250.0,,,,,,
2000,Rajasthan,Jhalawar,956.52,,,,,,
2001,Rajasthan,Jhalawar,1272.73,,,,,,
2002,Rajasthan,Jhalawar,805.56,,,,,,
2003,Rajasthan,Jhalawar,0.0,,,,,,
2004,Rajasthan,Jhalawar,1466.67,,,,,,
2005,Rajasthan,Jhalawar,1472.22,,,,,,
2006,Rajasthan,Jhalawar,1583.33,,,,,,
2007,Rajasthan,Jhalawar,2025.42,,,,,,
2008,Rajasthan,Jhalawar,1803.57,,,,,,
2009,Rajasthan,Jhalawar,1512.5,,,,,,
2010,Rajasthan,Jhalawar,2558.95,,,,,,
2011,Rajasthan,Jhalawar,4101.12,,,,,,
2012,Rajasthan,Jhalawar,1765.43,,,,,,
2013,Rajasthan,Jhalawar,2145.63,,,,,,
2014,Rajasthan,Jhalawar,2185.76,,,,,,
2015,Rajasthan,Jhalawar,2021.47,,,,,,
2016,Rajasthan,Jhalawar,1818.72,,,,,,
2017,Rajasthan,Jhalawar,2884.81,,,,,,
1966,Rajasthan,Jhunjhunu,0.0,,,,,,
1967,Rajasthan,Jhunjhunu,0.0,,,,,,
1968,Rajasthan,Jhunjhunu,0.0,,,,,,
1969,Rajasthan,Jhunjhunu,0.0,,,,,,
1970,Rajasthan,Jhunjhunu,0.0,,,,,,
1971,Rajasthan,Jhunjhunu,0.0,,,,,,
1972,Rajasthan,Jhunjhunu,0.0,,,,,,
1973,Rajasthan,Jhunjhunu,0.0,,,,,,
1974,Rajasthan,Jhunjhunu,0.0,,,,,,
1975,Rajasthan,Jhunjhunu,0.0,,,,,,
1976,Rajasthan,Jhunjhunu,0.0,,,,,,
1977,Rajasthan,Jhunjhunu,0.0,,,,,,
1978,Rajasthan,Jhunjhunu,0.0,,,,,,
1979,Rajasthan,Jhunjhunu,0.0,,,,,,
1980,Rajasthan,Jhunjhunu,0.0,,,,,,
1981,Rajasthan,Jhunjhunu,0.0,,,,,,
1982,Rajasthan,Jhunjhunu,0.0,,,,,,
1983,Rajasthan,Jhunjhunu,0.0,,,,,,
1984,Rajasthan,Jhunjhunu,0.0,,,,,,
1985,Rajasthan,Jhunjhunu,0.0,,,,,,
1986,Rajasthan,Jhunjhunu,0.0,,,,,,
1987,Rajasthan,Jhunjhunu,0.0,,,,,,
1988,Rajasthan,Jhunjhunu,0.0,,,,,,
1989,Rajasthan,Jhunjhunu,0.0,,,,,,
1990,Rajasthan,Jhunjhunu,0.0,,,,,,
1991,Rajasthan,Jhunjhunu,0.0,,,,,,
1992,Rajasthan,Jhunjhunu,0.0,,,,,,
1993,Rajasthan,Jhunjhunu,0.0,,,,,,
1994,Rajasthan,Jhunjhunu,0.0,,,,,,
1995,Rajasthan,Jhunjhunu,0.0,,,,,,
1996,Rajasthan,Jhunjhunu,0.0,,,,,,
1997,Rajasthan,Jhunjhunu,0.0,,,,,,
1998,Rajasthan,Jhunjhunu,0.0,,,,,,
1999,Rajasthan,Jhunjhunu,0.0,,,,,,
2000,Rajasthan,Jhunjhunu,0.0,,,,,,
2001,Rajasthan,Jhunjhunu,0.0,,,,,,
2002,Rajasthan,Jhunjhunu,0.0,,,,,,
2003,Rajasthan,Jhunjhunu,1652.17,,,,,,
2004,Rajasthan,Jhunjhunu,0.0,,,,,,
2005,Rajasthan,Jhunjhunu,0.0,,,,,,
2006,Rajasthan,Jhunjhunu,0.0,,,,,,
2007,Rajasthan,Jhunjhunu,0.0,,,,,,
2008,Rajasthan,Jhunjhunu,0.0,,,,,,
2009,Rajasthan,Jhunjhunu,0.0,,,,,,
2010,Rajasthan,Jhunjhunu,0.0,,,,,,
2011,Rajasthan,Jhunjhunu,0.0,,,,,,
2012,Rajasthan,Jhunjhunu,0.0,,,,,,
2013,Rajasthan,Jhunjhunu,0.0,,,,,,
2014,Rajasthan,Jhunjhunu,0.0,,,,,,
2015,Rajasthan,Jhunjhunu,0.0,,,,,,
2016,Rajasthan,Jhunjhunu,0.0,,,,,,
2017,Rajasthan,Jhunjhunu,0.0,,,,,,
1966,Rajasthan,Jodhpur,0.0,,,,,,
1967,Rajasthan,Jodhpur,0.0,,,,,,
1968,Rajasthan,Jodhpur,0.0,,,,,,
1969,Rajasthan,Jodhpur,0.0,,,,,,
1970,Rajasthan,Jodhpur,0.0,,,,,,
1971,Rajasthan,Jodhpur,0.0,,,,,,
1972,Rajasthan,Jodhpur,0.0,,,,,,
1973,Rajasthan,Jodhpur,0.0,,,,,,
1974,Rajasthan,Jodhpur,0.0,,,,,,
1975,Rajasthan,Jodhpur,0.0,,,,,,
1976,Rajasthan,Jodhpur,0.0,,,,,,
1977,Rajasthan,Jodhpur,0.0,,,,,,
1978,Rajasthan,Jodhpur,0.0,,,,,,
1979,Rajasthan,Jodhpur,0.0,,,,,,
1980,Rajasthan,Jodhpur,0.0,,,,,,
1981,Rajasthan,Jodhpur,0.0,,,,,,
1982,Rajasthan,Jodhpur,0.0,,,,,,
1983,Rajasthan,Jodhpur,0.0,,,,,,
1984,Rajasthan,Jodhpur,0.0,,,,,,
1985,Rajasthan,Jodhpur,0.0,,,,,,
1986,Rajasthan,Jodhpur,0.0,,,,,,
1987,Rajasthan,Jodhpur,0.0,,,,,,
1988,Rajasthan,Jodhpur,0.0,,,,,,
1989,Rajasthan,Jodhpur,0.0,,,,,,
1990,Rajasthan,Jodhpur,0.0,,,,,,
1991,Rajasthan,Jodhpur,0.0,,,,,,
1992,Rajasthan,Jodhpur,0.0,,,,,,
1993,Rajasthan,Jodhpur,0.0,,,,,,
1994,Rajasthan,Jodhpur,0.0,,,,,,
1995,Rajasthan,Jodhpur,0.0,,,,,,
1996,Rajasthan,Jodhpur,0.0,,,,,,
1997,Rajasthan,Jodhpur,0.0,,,,,,
1998,Rajasthan,Jodhpur,0.0,,,,,,
1999,Rajasthan,Jodhpur,1000.0,,,,,,
2000,Rajasthan,Jodhpur,0.0,,,,,,
2001,Rajasthan,Jodhpur,0.0,,,,,,
2002,Rajasthan,Jodhpur,0.0,,,,,,
2003,Rajasthan,Jodhpur,0.0,,,,,,
2004,Rajasthan,Jodhpur,0.0,,,,,,
2005,Rajasthan,Jodhpur,0.0,,,,,,
2006,Rajasthan,Jodhpur,0.0,,,,,,
2007,Rajasthan,Jodhpur,0.0,,,,,,
2008,Rajasthan,Jodhpur,0.0,,,,,,
2009,Rajasthan,Jodhpur,0.0,,,,,,
2010,Rajasthan,Jodhpur,0.0,,,,,,
2011,Rajasthan,Jodhpur,0.0,,,,,,
2012,Rajasthan,Jodhpur,0.0,,,,,,
2013,Rajasthan,Jodhpur,0.0,,,,,,
2014,Rajasthan,Jodhpur,0.0,,,,,,
2015,Rajasthan,Jodhpur,0.0,,,,,,
2016,Rajasthan,Jodhpur,0.0,,,,,,
2017,Rajasthan,Jodhpur,0.0,,,,,,
1966,Rajasthan,Kota,861.11,,,,,,
1967,Rajasthan,Kota,1000.0,,,,,,
1968,Rajasthan,Kota,819.67,,,,,,
1969,Rajasthan,Kota,819.67,,,,,,
1970,Rajasthan,Kota,875.0,,,,,,
1971,Rajasthan,Kota,2000.0,,,,,,
1972,Rajasthan,Kota,2000.0,,,,,,
1973,Rajasthan,Kota,1857.14,,,,,,
1974,Rajasthan,Kota,1555.56,,,,,,
1975,Rajasthan,Kota,1900.0,,,,,,
1976,Rajasthan,Kota,1764.71,,,,,,
1977,Rajasthan,Kota,2026.55,,,,,,
1978,Rajasthan,Kota,1342.86,,,,,,
1979,Rajasthan,Kota,635.0,,,,,,
1980,Rajasthan,Kota,1462.96,,,,,,
1981,Rajasthan,Kota,1226.67,,,,,,
1982,Rajasthan,Kota,1200.0,,,,,,
1983,Rajasthan,Kota,1517.24,,,,,,
1984,Rajasthan,Kota,1372.88,,,,,,
1985,Rajasthan,Kota,1200.0,,,,,,
1986,Rajasthan,Kota,507.46,,,,,,
1987,Rajasthan,Kota,1750.0,,,,,,
1988,Rajasthan,Kota,1415.09,,,,,,
1989,Rajasthan,Kota,1466.67,,,,,,
1990,Rajasthan,Kota,1010.42,,,,,,
1991,Rajasthan,Kota,1303.87,,,,,,
1992,Rajasthan,Kota,1754.96,,,,,,
1993,Rajasthan,Kota,1744.34,,,,,,
1994,Rajasthan,Kota,1525.61,,,,,,
1995,Rajasthan,Kota,1009.28,,,,,,
1996,Rajasthan,Kota,1303.16,,,,,,
1997,Rajasthan,Kota,1389.4,,,,,,
1998,Rajasthan,Kota,1343.69,,,,,,
1999,Rajasthan,Kota,1310.58,,,,,,
2000,Rajasthan,Kota,1022.37,,,,,,
2001,Rajasthan,Kota,1708.37,,,,,,
2002,Rajasthan,Kota,1091.7,,,,,,
2003,Rajasthan,Kota,1759.69,,,,,,
2004,Rajasthan,Kota,2229.65,,,,,,
2005,Rajasthan,Kota,2394.23,,,,,,
2006,Rajasthan,Kota,2553.29,,,,,,
2007,Rajasthan,Kota,2646.06,,,,,,
2008,Rajasthan,Kota,3088.0,,,,,,
2009,Rajasthan,Kota,2191.81,,,,,,
2010,Rajasthan,Kota,2795.5,,,,,,
2011,Rajasthan,Kota,2297.25,,,,,,
2012,Rajasthan,Kota,2691.06,,,,,,
2013,Rajasthan,Kota,2377.76,,,,,,
2014,Rajasthan,Kota,2787.86,,,,,,
2015,Rajasthan,Kota,2592.14,,,,,,
2016,Rajasthan,Kota,2716.4,,,,,,
2017,Rajasthan,Kota,2781.65,,,,,,
1966,Rajasthan,Nagaur,0.0,,,,,,
1967,Rajasthan,Nagaur,0.0,,,,,,
1968,Rajasthan,Nagaur,0.0,,,,,,
1969,Rajasthan,Nagaur,0.0,,,,,,
1970,Rajasthan,Nagaur,0.0,,,,,,
1971,Rajasthan,Nagaur,0.0,,,,,,
1972,Rajasthan,Nagaur,0.0,,,,,,
1973,Rajasthan,Nagaur,0.0,,,,,,
1974,Rajasthan,Nagaur,0.0,,,,,,
1975,Rajasthan,Nagaur,0.0,,,,,,
1976,Rajasthan,Nagaur,0.0,,,,,,
1977,Rajasthan,Nagaur,0.0,,,,,,
1978,Rajasthan,Nagaur,0.0,,,,,,
1979,Rajasthan,Nagaur,0.0,,,,,,
1980,Rajasthan,Nagaur,0.0,,,,,,
1981,Rajasthan,Nagaur,0.0,,,,,,
1982,Rajasthan,Nagaur,0.0,,,,,,
1983,Rajasthan,Nagaur,0.0,,,,,,
1984,Rajasthan,Nagaur,0.0,,,,,,
1985,Rajasthan,Nagaur,0.0,,,,,,
1986,Rajasthan,Nagaur,0.0,,,,,,
1987,Rajasthan,Nagaur,0.0,,,,,,
1988,Rajasthan,Nagaur,0.0,,,,,,
1989,Rajasthan,Nagaur,0.0,,,,,,
1990,Rajasthan,Nagaur,0.0,,,,,,
1991,Rajasthan,Nagaur,0.0,,,,,,
1992,Rajasthan,Nagaur,0.0,,,,,,
1993,Rajasthan,Nagaur,0.0,,,,,,
1994,Rajasthan,Nagaur,0.0,,,,,,
1995,Rajasthan,Nagaur,0.0,,,,,,
1996,Rajasthan,Nagaur,0.0,,,,,,
1997,Rajasthan,Nagaur,0.0,,,,,,
